TN,FP,FN,TP,accuracy,sensitivity,specificity,precision,f1,macro_recall,macro_f1,auroc,ap,model,fold,cohort,rule
602,415,58,53,0.5806737588652482,0.4774774774774775,0.591937069813176,0.11324786324786325,0.18307426597582035,0.5347072736453267,0.4505114919622692,0.6042679847989583,0.12772066842270025,RF on clinical features only [baseline],4,full-imputed,@0.5
912,105,97,14,0.8209219858156028,0.12612612612612611,0.8967551622418879,0.11764705882352941,0.1217391304347826,0.511440644184007,0.5110176402420704,0.6042679847989583,0.12772066842270025,RF on clinical features only [baseline],4,full-imputed,@tuned
602,415,52,59,0.5859929078014184,0.5315315315315315,0.591937069813176,0.12447257383966245,0.20170940170940171,0.5617343006723537,0.4611180162347127,0.622392303808233,0.13263195251647455,CNN(untrained)+clinical+RF,4,full-imputed,@0.5
912,105,94,17,0.8235815602836879,0.15315315315315314,0.8967551622418879,0.13934426229508196,0.1459227467811159,0.5249541576975205,0.5237769937563513,0.622392303808233,0.13263195251647455,CNN(untrained)+clinical+RF,4,full-imputed,@tuned
604,413,55,56,0.5851063829787234,0.5045045045045045,0.5939036381514258,0.11940298507462686,0.19310344827586207,0.5492040713279651,0.45693358571310994,0.6137553482686225,0.136952559511079,CNN+BiLSTM(untrained)+clinical+RF [as published],4,full-imputed,@0.5
912,105,94,17,0.8235815602836879,0.15315315315315314,0.8967551622418879,0.13934426229508196,0.1459227467811159,0.5249541576975205,0.5237769937563513,0.6137553482686225,0.136952559511079,CNN+BiLSTM(untrained)+clinical+RF [as published],4,full-imputed,@tuned
576,442,40,71,0.5730735163861824,0.6396396396396397,0.5658153241650294,0.13840155945419103,0.22756410256410253,0.6027274819023345,0.46629123120861177,0.6109532912086939,0.1355443645112755,RF on clinical features only [baseline],5,full-imputed,@0.5
989,29,107,4,0.8795394154118689,0.036036036036036036,0.9715127701375246,0.12121212121212122,0.05555555555555556,0.5037744030867803,0.4956112687900768,0.6109532912086939,0.1355443645112755,RF on clinical features only [baseline],5,full-imputed,@tuned
576,442,40,71,0.5730735163861824,0.6396396396396397,0.5658153241650294,0.13840155945419103,0.22756410256410253,0.6027274819023345,0.46629123120861177,0.6145462751553125,0.13994717907597057,CNN(untrained)+clinical+RF,5,full-imputed,@0.5
989,29,106,5,0.8804251550044287,0.04504504504504504,0.9715127701375246,0.14705882352941177,0.06896551724137931,0.5082789075912848,0.5025376568696248,0.6145462751553125,0.13994717907597057,CNN(untrained)+clinical+RF,5,full-imputed,@tuned
578,440,40,71,0.5748449955713021,0.6396396396396397,0.5677799607072691,0.13894324853228962,0.22829581993569134,0.6037098001734544,0.4674486434641782,0.6176746491088339,0.1617417504253291,CNN+BiLSTM(untrained)+clinical+RF [as published],5,full-imputed,@0.5
989,29,105,6,0.8813108945969885,0.05405405405405406,0.9715127701375246,0.17142857142857143,0.08219178082191782,0.5127834120957893,0.5093724055624741,0.6176746491088339,0.1617417504253291,CNN+BiLSTM(untrained)+clinical+RF [as published],5,full-imputed,@tuned
547,470,47,65,0.54207263064659,0.5803571428571429,0.5378564405113078,0.12149532710280374,0.20092735703245748,0.5591067916842254,0.4400043364926409,0.5834342955471274,0.13678601283927705,RF on clinical features only [baseline],6,full-imputed,@0.5
915,102,96,16,0.8246235606731621,0.14285714285714285,0.8997050147492626,0.13559322033898305,0.13913043478260867,0.5212810788032027,0.5207486493439671,0.5834342955471274,0.13678601283927705,RF on clinical features only [baseline],6,full-imputed,@tuned
546,471,43,69,0.5447298494242693,0.6160714285714286,0.5368731563421829,0.12777777777777777,0.2116564417177914,0.5764722924568058,0.44580331425864667,0.5940177693496277,0.15029851668103358,CNN(untrained)+clinical+RF,6,full-imputed,@0.5
916,101,95,17,0.8263950398582817,0.15178571428571427,0.9006882989183874,0.1440677966101695,0.14782608695652175,0.5262370066020509,0.5255895720778664,0.5940177693496277,0.15029851668103358,CNN(untrained)+clinical+RF,6,full-imputed,@tuned
547,470,41,71,0.5473870682019486,0.6339285714285714,0.5378564405113078,0.13123844731977818,0.21745788667687593,0.5858925059699396,0.44953891218579,0.6125333614271667,0.18461465398203583,CNN+BiLSTM(untrained)+clinical+RF [as published],6,full-imputed,@0.5
915,102,90,22,0.8299379982285208,0.19642857142857142,0.8997050147492626,0.1774193548387097,0.1864406779661017,0.548066793088917,0.5457425941759292,0.6125333614271667,0.18461465398203583,CNN+BiLSTM(untrained)+clinical+RF [as published],6,full-imputed,@tuned
578,439,48,64,0.5686448184233835,0.5714285714285714,0.5683382497541789,0.1272365805168986,0.20813008130081298,0.5698834105913752,0.45586053669422877,0.6070287259446552,0.13461208892634904,RF on clinical features only [baseline],7,full-imputed,@0.5
949,68,99,13,0.8520814880425155,0.11607142857142858,0.9331366764995084,0.16049382716049382,0.13471502590673576,0.5246040525354685,0.5269216776022783,0.6070287259446552,0.13461208892634904,RF on clinical features only [baseline],7,full-imputed,@tuned
580,437,47,65,0.5713020372010629,0.5803571428571429,0.5703048180924287,0.1294820717131474,0.21172638436482086,0.5753309804747858,0.45866124571039096,0.6052114060963618,0.13011526425462672,CNN(untrained)+clinical+RF,7,full-imputed,@0.5
950,67,100,12,0.8520814880425155,0.10714285714285714,0.9341199606686332,0.1518987341772152,0.12565445026178013,0.5206314089057452,0.5224305149228591,0.6052114060963618,0.13011526425462672,CNN(untrained)+clinical+RF,7,full-imputed,@tuned
581,436,46,66,0.5730735163861824,0.5892857142857143,0.5712881022615536,0.13147410358565736,0.21498371335504884,0.5802869082736339,0.46089818271158767,0.619618275038629,0.149962398859779,CNN+BiLSTM(untrained)+clinical+RF [as published],7,full-imputed,@0.5
1007,10,106,6,0.8972542072630647,0.05357142857142857,0.9901671583087512,0.375,0.09375,0.5218692934400899,0.5196449530516432,0.619618275038629,0.149962398859779,CNN+BiLSTM(untrained)+clinical+RF [as published],7,full-imputed,@tuned
576,441,50,62,0.5651018600531443,0.5535714285714286,0.5663716814159292,0.12326043737574553,0.2016260162601626,0.5599715549936789,0.4513912187204648,0.6194997541789578,0.1392708795085335,RF on clinical features only [baseline],8,full-imputed,@0.5
979,38,105,7,0.8733392382639504,0.0625,0.9626352015732547,0.15555555555555556,0.08917197452229299,0.5125676007866273,0.510554573648581,0.6194997541789578,0.1392708795085335,RF on clinical features only [baseline],8,full-imputed,@tuned
577,440,47,65,0.5686448184233835,0.5803571428571429,0.567354965585054,0.12871287128712872,0.2106969205834684,0.5738560542210984,0.456963329274062,0.6334676569742942,0.1486564348723835,CNN(untrained)+clinical+RF,8,full-imputed,@0.5
980,37,102,10,0.8768821966341895,0.08928571428571429,0.9636184857423795,0.2127659574468085,0.12578616352201258,0.5264521000140469,0.5297820765204155,0.6334676569742942,0.1486564348723835,CNN(untrained)+clinical+RF,8,full-imputed,@tuned
575,442,44,68,0.5695305580159433,0.6071428571428571,0.5653883972468043,0.13333333333333333,0.21864951768488747,0.5862656271948308,0.4607917515074804,0.6420450554853211,0.16143182123117503,CNN+BiLSTM(untrained)+clinical+RF [as published],8,full-imputed,@0.5
980,37,103,9,0.8759964570416298,0.08035714285714286,0.9636184857423795,0.1956521739130435,0.11392405063291139,0.5219878142997612,0.5236286919831223,0.6420450554853211,0.16143182123117503,CNN+BiLSTM(untrained)+clinical+RF [as published],8,full-imputed,@tuned
573,444,55,56,0.5576241134751773,0.5045045045045045,0.5634218289085545,0.112,0.18330605564648117,0.5339631667065294,0.43998129530044416,0.5894877178063018,0.12177728641552214,RF on clinical features only [baseline],9,full-imputed,@0.5
971,46,104,7,0.8670212765957447,0.06306306306306306,0.9547689282202556,0.1320754716981132,0.08536585365853658,0.5089159956416593,0.5068320664086182,0.5894877178063018,0.12177728641552214,RF on clinical features only [baseline],9,full-imputed,@tuned
572,445,52,59,0.5593971631205674,0.5315315315315315,0.5624385447394297,0.11706349206349206,0.191869918699187,0.5469850381354806,0.44450290572375556,0.5951393871747854,0.12294375109707814,CNN(untrained)+clinical+RF,9,full-imputed,@0.5
970,47,104,7,0.8661347517730497,0.06306306306306306,0.9537856440511308,0.12962962962962962,0.08484848484848485,0.5084243535570969,0.5063171166471023,0.5951393871747854,0.12294375109707814,CNN(untrained)+clinical+RF,9,full-imputed,@tuned
569,448,48,63,0.5602836879432624,0.5675675675675675,0.5594886922320551,0.1232876712328767,0.202572347266881,0.5635281298998114,0.44951138783172695,0.6109162259604737,0.13755506454591884,CNN+BiLSTM(untrained)+clinical+RF [as published],9,full-imputed,@0.5
968,49,101,10,0.8670212765957447,0.09009009009009009,0.951819075712881,0.1694915254237288,0.11764705882352942,0.5209545829014856,0.5228695505047656,0.6109162259604737,0.13755506454591884,CNN+BiLSTM(untrained)+clinical+RF [as published],9,full-imputed,@tuned
