TN,FP,FN,TP,accuracy,sensitivity,specificity,precision,f1,macro_recall,macro_f1,auroc,ap,model,fold,cohort,rule
546,471,37,75,0.550044286979628,0.6696428571428571,0.5368731563421829,0.13736263736263737,0.22796352583586627,0.60325800674252,0.4552317629179331,0.6341436648405675,0.15312543787744295,CNN+BiLSTM(untrained)+clinical+RF [as published],1,full-imputed,@0.5
912,105,94,18,0.8237378210806023,0.16071428571428573,0.8967551622418879,0.14634146341463414,0.15319148936170213,0.5287347239780869,0.5274113650466444,0.6341436648405675,0.15312543787744295,CNN+BiLSTM(untrained)+clinical+RF [as published],1,full-imputed,@tuned
616,401,49,63,0.6014171833480957,0.5625,0.6057030481809242,0.13577586206896552,0.21875,0.5841015240904621,0.4756056777645659,0.6200396825396826,0.13776296228645535,RF on clinical features only [baseline],2,full-imputed,@0.5
940,77,101,11,0.8423383525243578,0.09821428571428571,0.9242871189773845,0.125,0.11,0.5112507023458351,0.511754130223518,0.6200396825396826,0.13776296228645535,RF on clinical features only [baseline],2,full-imputed,@tuned
615,402,50,62,0.5996457041629761,0.5535714285714286,0.6047197640117994,0.1336206896551724,0.21527777777777776,0.579145596291614,0.4732750363324085,0.6203645174884113,0.14730297114646163,CNN(untrained)+clinical+RF,2,full-imputed,@0.5
973,44,107,5,0.8662533215234721,0.044642857142857144,0.9567354965585054,0.10204081632653061,0.062111801242236024,0.5006891768506813,0.495052085647346,0.6203645174884113,0.14730297114646163,CNN(untrained)+clinical+RF,2,full-imputed,@tuned
617,400,47,65,0.604074402125775,0.5803571428571429,0.6066863323500492,0.13978494623655913,0.22530329289428072,0.5935217376035961,0.4796950729789667,0.6274494310998735,0.1494656644493203,CNN+BiLSTM(untrained)+clinical+RF [as published],2,full-imputed,@0.5
974,43,106,6,0.8680248007085917,0.05357142857142857,0.9577187807276303,0.12244897959183673,0.07453416149068322,0.5056451046495294,0.5017401374930764,0.6274494310998735,0.1494656644493203,CNN+BiLSTM(untrained)+clinical+RF [as published],2,full-imputed,@tuned
548,469,43,69,0.5465013286093888,0.6160714285714286,0.5388397246804326,0.12825278810408922,0.2123076923076923,0.5774555766259306,0.44694986605434367,0.6122304747857845,0.1447943503817416,RF on clinical features only [baseline],3,full-imputed,@0.5
1001,16,105,7,0.8928255093002657,0.0625,0.984267453294002,0.30434782608695654,0.1037037037037037,0.523383726647001,0.523354442525427,0.6122304747857845,0.1447943503817416,RF on clinical features only [baseline],3,full-imputed,@tuned
551,466,43,69,0.5491585473870682,0.6160714285714286,0.5417895771878073,0.12897196261682242,0.21329211746522408,0.5789305028796179,0.44866964656625574,0.6092718429554713,0.13792836874012693,CNN(untrained)+clinical+RF,3,full-imputed,@0.5
1000,17,107,5,0.8901682905225864,0.044642857142857144,0.983284169124877,0.22727272727272727,0.0746268656716418,0.5139635131338671,0.5081232256795121,0.6092718429554713,0.13792836874012693,CNN(untrained)+clinical+RF,3,full-imputed,@tuned
548,469,42,70,0.5473870682019486,0.625,0.5388397246804326,0.12987012987012986,0.2150537634408602,0.5819198623402163,0.44853497132839526,0.6110847731422953,0.15712907582014335,CNN+BiLSTM(untrained)+clinical+RF [as published],3,full-imputed,@0.5
1000,17,106,6,0.8910540301151462,0.05357142857142857,0.983284169124877,0.2608695652173913,0.08888888888888889,0.5184277988481528,0.5154760035589051,0.6110847731422953,0.15712907582014335,CNN+BiLSTM(untrained)+clinical+RF [as published],3,full-imputed,@tuned
